"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment"
"271",1,"3) $200 - $350",200.26,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
"272",8,"7) $1,000 +",1137.96,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"273",9,"1) $0 - $100",51.53,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"274",3,"2) $100 - $200",177.36,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"275",9,"1) $0 - $100",34.75,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"276",8,"4) $350 - $500",402.84,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"277",1,"3) $200 - $350",276.21,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"278",1,"6) $750 - $1,000",960.02,1,1,"Rural",1,"Web","No E-Mail",1,0,0,0
"279",1,"2) $100 - $200",100.92,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"280",7,"3) $200 - $350",348.44,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"281",11,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"282",3,"3) $200 - $350",216.08,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"283",9,"2) $100 - $200",129.46,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"284",4,"3) $200 - $350",218.92,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"285",3,"2) $100 - $200",109.34,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"286",2,"1) $0 - $100",32.18,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"287",7,"3) $200 - $350",287.73,1,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"288",4,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"289",12,"1) $0 - $100",98.17,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"290",5,"5) $500 - $750",728.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"291",9,"4) $350 - $500",483.16,1,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"292",4,"1) $0 - $100",93.36,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"293",2,"5) $500 - $750",542.34,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"294",9,"1) $0 - $100",44.68,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"295",2,"2) $100 - $200",188.03,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"296",1,"2) $100 - $200",132.46,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"297",8,"2) $100 - $200",167.05,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"298",3,"2) $100 - $200",179.31,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"299",1,"3) $200 - $350",290.03,1,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"300",1,"1) $0 - $100",89.59,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"301",2,"6) $750 - $1,000",851.45,1,1,"Rural",1,"Web","No E-Mail",1,0,0,0
"302",1,"3) $200 - $350",248.43,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"303",3,"2) $100 - $200",141.2,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"304",7,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"305",6,"2) $100 - $200",113.6,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"306",9,"3) $200 - $350",302.52,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"307",3,"1) $0 - $100",73.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"308",1,"1) $0 - $100",79.5,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"309",12,"2) $100 - $200",103.6,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"310",1,"2) $100 - $200",137.29,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"311",6,"2) $100 - $200",114.74,1,0,"Urban",0,"Web","No E-Mail",1,0,0,0
"312",5,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"313",1,"4) $350 - $500",386.11,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1
"314",8,"1) $0 - $100",45.78,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"315",6,"4) $350 - $500",358.77,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"316",5,"2) $100 - $200",141.74,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"317",9,"3) $200 - $350",205.33,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"318",1,"5) $500 - $750",629.85,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,1
"319",9,"4) $350 - $500",383.77,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"320",6,"1) $0 - $100",64.33,1,0,"Rural",0,"Web","No E-Mail",1,0,0,0
"321",12,"1) $0 - $100",63.28,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"322",6,"2) $100 - $200",108.83,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"323",4,"2) $100 - $200",121.87,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
"324",10,"4) $350 - $500",489.29,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"325",2,"2) $100 - $200",199.97,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"326",4,"5) $500 - $750",614.83,1,0,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
"327",9,"2) $100 - $200",199.38,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"328",4,"3) $200 - $350",224.04,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"329",3,"1) $0 - $100",66.47,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"330",9,"1) $0 - $100",33.63,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
"331",2,"2) $100 - $200",109.81,1,0,"Urban",1,"Web","No E-Mail",1,0,0,0
"332",10,"2) $100 - $200",161.43,0,1,"Surburban",1,"Web","No E-Mail",1,0,0,0
"333",12,"1) $0 - $100",90.15,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"334",1,"5) $500 - $750",681.12,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"335",9,"2) $100 - $200",198.54,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"336",11,"3) $200 - $350",301,1,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"337",2,"4) $350 - $500",378.5,0,1,"Urban",0,"Web","Mens E-Mail",1,1,80.58,1
"338",10,"2) $100 - $200",131.95,0,1,"Surburban",0,"Phone","No E-Mail",1,0,0,0
"339",10,"4) $350 - $500",375.34,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
"340",1,"3) $200 - $350",286.31,1,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"341",7,"5) $500 - $750",600.13,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"342",6,"2) $100 - $200",107.42,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"343",2,"2) $100 - $200",102.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"344",7,"3) $200 - $350",297.6,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"345",1,"6) $750 - $1,000",783.8,1,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"346",9,"1) $0 - $100",89.96,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"347",8,"2) $100 - $200",155.75,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"348",8,"2) $100 - $200",135.67,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"349",9,"4) $350 - $500",404.03,1,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
"350",1,"2) $100 - $200",155.65,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"351",12,"1) $0 - $100",36.67,0,1,"Urban",0,"Web","Mens E-Mail",1,1,195.83,1
"352",1,"5) $500 - $750",563.7,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"353",6,"3) $200 - $350",265.2,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"354",1,"4) $350 - $500",357.56,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"355",11,"3) $200 - $350",206.97,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"356",7,"7) $1,000 +",1222.53,1,1,"Rural",1,"Phone","Mens E-Mail",1,0,0,1
"357",5,"1) $0 - $100",67.55,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"358",9,"2) $100 - $200",108.59,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"359",1,"5) $500 - $750",615.04,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"360",7,"2) $100 - $200",153.17,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"361",4,"2) $100 - $200",127.51,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"362",8,"1) $0 - $100",60.9,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"363",1,"3) $200 - $350",234.17,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
"364",12,"2) $100 - $200",145.27,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"365",11,"2) $100 - $200",112.61,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"366",5,"2) $100 - $200",168.1,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"367",5,"1) $0 - $100",37.79,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"368",4,"1) $0 - $100",70.16,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"369",6,"1) $0 - $100",65.1,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"370",9,"3) $200 - $350",297.59,0,1,"Surburban",1,"Phone","Mens E-Mail",1,1,118.39,1
"371",7,"4) $350 - $500",409.76,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1
"372",9,"1) $0 - $100",60.15,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"373",1,"2) $100 - $200",111.37,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"374",7,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"375",1,"1) $0 - $100",87,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"376",2,"1) $0 - $100",46.47,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"377",9,"2) $100 - $200",129.29,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"378",3,"5) $500 - $750",708.62,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"379",3,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"380",10,"2) $100 - $200",113.33,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"381",4,"5) $500 - $750",737.33,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"382",12,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"383",11,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"384",7,"6) $750 - $1,000",758.59,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"385",4,"2) $100 - $200",174.55,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"386",9,"1) $0 - $100",76.72,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"387",6,"3) $200 - $350",334.34,0,1,"Rural",0,"Multichannel","Mens E-Mail",1,0,0,1
"388",12,"2) $100 - $200",108.83,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,1
"389",10,"3) $200 - $350",319.45,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"390",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"391",3,"4) $350 - $500",367.27,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"392",8,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"393",10,"2) $100 - $200",102.82,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"394",4,"5) $500 - $750",739.84,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"395",6,"2) $100 - $200",161.43,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"396",8,"3) $200 - $350",346.57,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"397",7,"5) $500 - $750",729.01,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"398",10,"1) $0 - $100",51.33,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"399",2,"2) $100 - $200",159.22,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"400",5,"7) $1,000 +",1079.62,1,1,"Surburban",1,"Web","No E-Mail",1,1,29.99,0
"401",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"402",11,"1) $0 - $100",43.51,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"403",10,"2) $100 - $200",163.8,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"404",9,"3) $200 - $350",212.32,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
"405",7,"2) $100 - $200",147.81,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"406",1,"5) $500 - $750",544.98,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"407",7,"5) $500 - $750",508.18,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"408",1,"1) $0 - $100",50.62,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"409",5,"3) $200 - $350",291.17,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
"410",5,"6) $750 - $1,000",777.95,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"411",5,"1) $0 - $100",30.59,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"412",4,"3) $200 - $350",305.76,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"413",8,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",1,0,0,0
"414",8,"3) $200 - $350",256.83,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"415",7,"4) $350 - $500",462.7,0,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"416",7,"4) $350 - $500",489.49,1,0,"Rural",1,"Web","No E-Mail",1,0,0,0
"417",9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"418",2,"3) $200 - $350",231.27,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"419",2,"1) $0 - $100",50.37,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"420",9,"2) $100 - $200",189.33,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"421",1,"4) $350 - $500",368.01,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"422",1,"3) $200 - $350",331.21,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
"423",2,"2) $100 - $200",186.51,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"424",9,"4) $350 - $500",433.89,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"425",8,"1) $0 - $100",90.62,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"426",2,"1) $0 - $100",44.37,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"427",3,"1) $0 - $100",43,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"428",10,"2) $100 - $200",145.73,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"429",3,"1) $0 - $100",80.86,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
"430",2,"3) $200 - $350",202.92,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"431",10,"3) $200 - $350",226.15,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"432",6,"5) $500 - $750",549.78,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"433",9,"1) $0 - $100",34.72,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"434",1,"1) $0 - $100",92.29,0,1,"Rural",1,"Phone","No E-Mail",1,0,0,0
"435",4,"3) $200 - $350",316.87,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"436",2,"2) $100 - $200",189.02,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"437",2,"3) $200 - $350",210.51,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"438",9,"3) $200 - $350",301.15,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1
"439",9,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"440",9,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"441",1,"1) $0 - $100",70.17,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"442",10,"2) $100 - $200",138.83,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"443",6,"5) $500 - $750",505.48,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"444",4,"3) $200 - $350",209.79,0,1,"Rural",0,"Multichannel","Mens E-Mail",1,0,0,1
"445",3,"1) $0 - $100",34.22,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"446",2,"2) $100 - $200",152.95,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"447",5,"4) $350 - $500",427.17,1,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"448",1,"1) $0 - $100",75.83,1,0,"Surburban",0,"Phone","No E-Mail",1,0,0,0
"449",10,"4) $350 - $500",466.25,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"450",2,"3) $200 - $350",227.46,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"451",6,"1) $0 - $100",97.9,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"452",12,"1) $0 - $100",88.65,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"453",7,"2) $100 - $200",157.63,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"454",3,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"455",10,"2) $100 - $200",119.63,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"456",4,"3) $200 - $350",317.96,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"457",4,"2) $100 - $200",186.97,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"458",5,"3) $200 - $350",226.84,0,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"459",2,"4) $350 - $500",458.41,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1
"460",5,"2) $100 - $200",135.64,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"461",10,"2) $100 - $200",127.29,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"462",1,"5) $500 - $750",525.42,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"463",1,"3) $200 - $350",303.34,1,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"464",5,"1) $0 - $100",50.63,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"465",9,"1) $0 - $100",35.4,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"466",5,"1) $0 - $100",46.09,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"467",6,"3) $200 - $350",333.21,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"468",2,"5) $500 - $750",584.37,1,0,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,1
"469",4,"1) $0 - $100",78.96,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"470",4,"1) $0 - $100",53.42,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"471",3,"3) $200 - $350",314.67,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
"472",1,"4) $350 - $500",375.03,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"473",6,"2) $100 - $200",178.37,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,1
"474",1,"5) $500 - $750",522.77,1,0,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"475",8,"1) $0 - $100",59.95,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"476",6,"5) $500 - $750",569.14,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"477",4,"3) $200 - $350",275.27,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
"478",1,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"479",2,"5) $500 - $750",675.88,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"480",9,"3) $200 - $350",257.6,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"481",12,"1) $0 - $100",32.51,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
"482",11,"1) $0 - $100",99.05,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"483",7,"3) $200 - $350",340.72,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"484",9,"2) $100 - $200",100.86,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"485",10,"7) $1,000 +",1097.45,0,1,"Surburban",1,"Phone","No E-Mail",1,0,0,0
"486",7,"1) $0 - $100",45.72,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"487",2,"3) $200 - $350",243.5,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"488",8,"1) $0 - $100",58.28,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"489",2,"3) $200 - $350",225.35,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"490",3,"3) $200 - $350",222.8,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"491",1,"1) $0 - $100",29.99,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"492",1,"3) $200 - $350",313.98,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"493",6,"2) $100 - $200",105.87,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"494",1,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"495",4,"2) $100 - $200",110.29,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"496",10,"3) $200 - $350",300.6,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1
"497",9,"2) $100 - $200",174.64,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"498",5,"6) $750 - $1,000",771.92,0,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"499",7,"2) $100 - $200",192.12,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"500",6,"1) $0 - $100",40.02,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"501",10,"3) $200 - $350",275.04,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
"502",2,"5) $500 - $750",518.53,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"503",3,"4) $350 - $500",454,0,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1
"504",3,"3) $200 - $350",342.64,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"505",8,"3) $200 - $350",337.09,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"506",1,"4) $350 - $500",406.33,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"507",11,"1) $0 - $100",98.05,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"508",1,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",1,0,0,0
"509",8,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"510",1,"5) $500 - $750",586.52,1,0,"Rural",1,"Multichannel","No E-Mail",0,0,0,0
"511",10,"1) $0 - $100",89.45,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"512",10,"1) $0 - $100",33.57,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"513",1,"4) $350 - $500",382.15,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"514",5,"1) $0 - $100",63.2,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"515",10,"2) $100 - $200",148.23,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"516",3,"2) $100 - $200",123.2,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"517",9,"1) $0 - $100",46.56,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"518",9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"519",1,"2) $100 - $200",162.82,1,0,"Surburban",0,"Phone","No E-Mail",1,0,0,0
"520",10,"1) $0 - $100",85.31,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"521",2,"2) $100 - $200",180.48,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"522",7,"2) $100 - $200",139.53,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"523",7,"2) $100 - $200",151.89,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"524",10,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"525",1,"5) $500 - $750",651.65,1,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"526",2,"4) $350 - $500",424.44,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"527",1,"6) $750 - $1,000",804.15,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,1
"528",11,"1) $0 - $100",85.29,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"529",9,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"530",4,"3) $200 - $350",307.66,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,1
"531",11,"2) $100 - $200",123.25,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"532",2,"3) $200 - $350",322.83,1,0,"Surburban",0,"Multichannel","No E-Mail",1,0,0,0
"533",3,"3) $200 - $350",261.43,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"534",7,"5) $500 - $750",513.78,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"535",8,"1) $0 - $100",56.17,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"536",1,"2) $100 - $200",143.84,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"537",10,"1) $0 - $100",82.14,0,1,"Rural",0,"Web","No E-Mail",1,0,0,0
"538",9,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"539",9,"2) $100 - $200",152.55,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"540",5,"2) $100 - $200",145.36,1,0,"Rural",1,"Web","No E-Mail",1,0,0,0
"541",9,"3) $200 - $350",314.36,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"542",3,"4) $350 - $500",390.34,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"543",12,"5) $500 - $750",618.13,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
